# showing highest scores:
"2015-16" 3 ELA 431 438 441 451 462
"2015-16" 3 MA 439 447 450 459 472
"2015-16" 4 ELA 438 444 447 458 468
"2015-16" 4 MA 440 448 450 459 473
"2015-16" 5 ELA 442 449 452 462 473
"2015-16" 5 MA 440 448 450 459 474
"2014-15" 3 ELA 431 438 441 451 461
"2014-15" 3 MA 439 447 450 459 473
"2014-15" 4 ELA 438 444 447 459 468
"2014-15" 4 MA 440 448 450 459 475
"2014-15" 5 ELA 442 449 452 462 473
"2014-15" 5 MA 440 448 450 459 475
"2013-14" 3 ELA 431 438 441 451 461
"2013-14" 3 MA 439 447 450 459 473
"2013-14" 4 ELA 438 444 447 459 468
"2013-14" 4 MA 440 448 450 459 475
"2013-14" 5 ELA 442 449 452 462 472
"2013-14" 5 MA 440 448 450 459 475

Grade,Subject,acYear,Level,Score,Freq,X,Y,Z
3,ELA,"2014-15",3,439,4618,52271,3.97,44.92
3,ELA,"2014-15",2,438,3838,47653,3.30,40.95
3,ELA,"2014-15",2,437,3517,43815,3.02,37.65
3,ELA,"2014-15",2,436,3266,40298,2.81,34.63
3,ELA,"2014-15",2,435,3044,37032,2.62,31.82
3,ELA,"2014-15",2,434,2881,33988,2.48,29.21
3,ELA,"2014-15",2,433,2736,31107,2.35,26.73
3,ELA,"2014-15",2,432,2534,28371,2.18,24.38
3,ELA,"2014-15",1,431,2041,25837,1.75,22.20
3,ELA,"2014-15",1,430,1879,23796,1.61,20.45
3,ELA,"2014-15",1,429,1867,21917,1.60,18.83
3,ELA,"2014-15",1,428,2639,20050,2.27,17.23
3,ELA,"2014-15",1,427,1651,17411,1.42,14.96
3,ELA,"2014-15",1,426,1492,15760,1.28,13.54
3,ELA,"2014-15",1,425,1433,14268,1.23,12.26
3,ELA,"2014-15",1,424,1438,12835,1.24,11.03
3,ELA,"2014-15",1,423,1365,11397,1.17,9.79
3,ELA,"2014-15",1,422,1484,10032,1.28,8.62
3,ELA,"2014-15",1,421,1432,8548,1.23,7.35
3,ELA,"2014-15",1,420,648,7116,0.56,6.12
3,ELA,"2014-15",1,419,1352,6468,1.16,5.56
3,ELA,"2014-15",1,418,1223,5116,1.05,4.40
3,ELA,"2014-15",1,417,1201,3893,1.03,3.35
3,ELA,"2014-15",1,416,443,2692,0.38,2.31
3,ELA,"2014-15",1,415,837,2249,0.72,1.93
3,ELA,"2014-15",1,414,367,1412,0.32,1.21
3,ELA,"2014-15",1,413,462,1045,0.40,0.90
3,ELA,"2014-15",1,412,304,583,0.26,0.50
3,ELA,"2014-15",1,411,154,279,0.13,0.24
3,ELA,"2014-15",1,410,72,125,0.06,0.11
3,ELA,"2014-15",1,409,25,53,0.02,0.05
3,ELA,"2014-15",1,408,8,28,0.01,0.02
3,ELA,"2014-15",1,407,4,20,0.00,0.02
3,ELA,"2014-15",1,406,16,16,0.01,0.01
4,ELA,"2014-15",5,468,1031,113959,0.90,100.00
4,ELA,"2014-15",5,464,2771,112928,2.43,99.10
4,ELA,"2014-15",5,461,4463,110157,3.92,96.66
4,ELA,"2014-15",4,459,2761,105694,2.42,92.75
4,ELA,"2014-15",4,458,2916,102933,2.56,90.33
4,ELA,"2014-15",4,457,3222,100017,2.83,87.77
4,ELA,"2014-15",4,456,3412,96795,2.99,84.94
4,ELA,"2014-15",4,455,3368,93383,2.96,81.94
4,ELA,"2014-15",4,454,3394,90015,2.98,78.99
4,ELA,"2014-15",4,453,3417,86621,3.00,76.01
4,ELA,"2014-15",4,452,3716,83204,3.26,73.01
4,ELA,"2014-15",4,451,6794,79488,5.96,69.75
4,ELA,"2014-15",4,450,3089,72694,2.71,63.79
4,ELA,"2014-15",4,449,6267,69605,5.50,61.08
4,ELA,"2014-15",4,448,3151,63338,2.77,55.58
4,ELA,"2014-15",3,447,2626,60187,2.30,52.82
4,ELA,"2014-15",3,446,5540,57561,4.86,50.51
4,ELA,"2014-15",3,445,5087,52021,4.46,45.65
4,ELA,"2014-15",2,444,4503,46934,3.95,41.19
4,ELA,"2014-15",2,443,4122,42431,3.62,37.23
4,ELA,"2014-15",2,442,3717,38309,3.26,33.62
4,ELA,"2014-15",2,441,3440,34592,3.02,30.36
4,ELA,"2014-15",2,440,1525,31152,1.34,27.34
4,ELA,"2014-15",2,439,3032,29627,2.66,26.00
4,ELA,"2014-15",1,438,2811,26595,2.47,23.34
4,ELA,"2014-15",1,437,2515,23784,2.21,20.87
4,ELA,"2014-15",1,436,2327,21269,2.04,18.66
4,ELA,"2014-15",1,435,2087,18942,1.83,16.62
4,ELA,"2014-15",1,434,1942,16855,1.70,14.79
4,ELA,"2014-15",1,433,1810,14913,1.59,13.09
4,ELA,"2014-15",1,432,1654,13103,1.45,11.50
4,ELA,"2014-15",1,431,1455,11449,1.28,10.05
4,ELA,"2014-15",1,430,1387,9994,1.22,8.77
4,ELA,"2014-15",1,429,1252,8607,1.10,7.55
4,ELA,"2014-15",1,428,1225,7355,1.07,6.45
4,ELA,"2014-15",1,427,1120,6130,0.98,5.38
4,ELA,"2014-15",1,426,1015,5010,0.89,4.40
4,ELA,"2014-15",1,424,948,3995,0.83,3.51
4,ELA,"2014-15",1,423,856,3047,0.75,2.67
4,ELA,"2014-15",1,422,743,2191,0.65,1.92
4,ELA,"2014-15",1,421,566,1448,0.50,1.27
4,ELA,"2014-15",1,420,387,882,0.34,0.77
4,ELA,"2014-15",1,419,235,495,0.21,0.43
4,ELA,"2014-15",1,418,60,260,0.05,0.23
4,ELA,"2014-15",1,417,108,200,0.09,0.18
4,ELA,"2014-15",1,416,47,92,0.04,0.08
4,ELA,"2014-15",1,415,25,45,0.02,0.04
4,ELA,"2014-15",1,414,2,20,0.00,0.02
4,ELA,"2014-15",1,413,3,18,0.00,0.02
4,ELA,"2014-15",1,412,15,15,0.00,0.01
5,ELA,"2014-15",5,473,285,106589,0.27,100.00
5,ELA,"2014-15",5,472,296,106304,0.28,99.73
5,ELA,"2014-15",5,469,1635,106008,1.53,99.46
5,ELA,"2014-15",5,467,2873,104373,2.70,97.92
5,ELA,"2014-15",5,464,3919,101500,3.68,95.23
5,ELA,"2014-15",4,462,4594,97581,4.31,91.55
5,ELA,"2014-15",4,460,5138,92987,4.82,87.24
5,ELA,"2014-15",4,459,5322,87849,4.99,82.42
5,ELA,"2014-15",4,457,5274,82527,4.95,77.43
5,ELA,"2014-15",4,456,5304,77253,4.98,72.48
5,ELA,"2014-15",4,454,5162,71949,4.84,67.50
5,ELA,"2014-15",4,453,5054,66787,4.74,62.66
5,ELA,"2014-15",3,452,4819,61733,4.52,57.92
5,ELA,"2014-15",3,451,4566,56914,4.28,53.40
5,ELA,"2014-15",3,450,2106,52348,1.98,49.11
5,ELA,"2014-15",2,449,4069,50242,3.82,47.14
5,ELA,"2014-15",2,448,3701,46173,3.47,43.32
5,ELA,"2014-15",2,447,3601,42472,3.38,39.85
5,ELA,"2014-15",2,446,3334,38871,3.13,36.47
5,ELA,"2014-15",2,445,3102,35537,2.91,33.34
5,ELA,"2014-15",2,444,2961,32435,2.78,30.43
5,ELA,"2014-15",2,443,2743,29474,2.57,27.65
5,ELA,"2014-15",1,442,2502,26731,2.35,25.08
5,ELA,"2014-15",1,441,2294,24229,2.15,22.73
5,ELA,"2014-15",1,440,2186,21935,2.05,20.58
5,ELA,"2014-15",1,439,2082,19749,1.95,18.53
5,ELA,"2014-15",1,438,1977,17667,1.85,16.58
5,ELA,"2014-15",1,437,1878,15690,1.76,14.72
5,ELA,"2014-15",1,436,1728,13812,1.62,12.96
5,ELA,"2014-15",1,435,1668,12084,1.56,11.34
5,ELA,"2014-15",1,434,1607,10416,1.51,9.77
5,ELA,"2014-15",1,433,1549,8809,1.45,8.26
5,ELA,"2014-15",1,432,1429,7260,1.34,6.81
5,ELA,"2014-15",1,431,1334,5831,1.25,5.47
5,ELA,"2014-15",1,430,1253,4497,1.18,4.22
5,ELA,"2014-15",1,429,510,3244,0.48,3.04
5,ELA,"2014-15",1,428,542,2734,0.51,2.57
5,ELA,"2014-15",1,427,844,2192,0.79,2.06
5,ELA,"2014-15",1,426,575,1348,0.54,1.27
5,ELA,"2014-15",1,425,367,773,0.34,0.73
5,ELA,"2014-15",1,424,241,406,0.23,0.38
5,ELA,"2014-15",1,423,89,165,0.08,0.16
5,ELA,"2014-15",1,422,43,76,0.04,0.07
5,ELA,"2014-15",1,421,16,33,0.02,0.03
5,ELA,"2014-15",1,420,5,17,0.00,0.02
5,ELA,"2014-15",1,419,4,12,0.00,0.01
5,ELA,"2014-15",1,418,8,8,0.01,0.01
3,ELA,"2015-16",5,462,1220,120051,1.02,100.00
3,ELA,"2015-16",5,461,1024,118831,0.85,98.98
3,ELA,"2015-16",5,458,2284,117807,1.90,98.13
3,ELA,"2015-16",5,457,2484,115523,2.07,96.23
3,ELA,"2015-16",5,455,2747,113039,2.29,94.16
3,ELA,"2015-16",5,454,3302,110292,2.75,91.87
3,ELA,"2015-16",5,453,550,106990,0.46,89.12
3,ELA,"2015-16",5,452,3034,106440,2.53,88.66
3,ELA,"2015-16",4,451,3536,103406,2.95,86.14
3,ELA,"2015-16",4,450,2869,99870,2.39,83.19
3,ELA,"2015-16",4,449,3810,97001,3.17,80.80
3,ELA,"2015-16",4,448,3008,93191,2.51,77.63
3,ELA,"2015-16",4,447,6783,90183,5.65,75.12
3,ELA,"2015-16",4,445,6418,83400,5.35,69.47
3,ELA,"2015-16",4,444,5903,76982,4.92,64.12
3,ELA,"2015-16",4,443,2779,71079,2.31,59.21
3,ELA,"2015-16",4,442,5579,68300,4.65,56.89
3,ELA,"2015-16",3,441,2666,62721,2.22,52.25
3,ELA,"2015-16",3,440,4711,60055,3.92,50.03
3,ELA,"2015-16",3,439,4659,55344,3.88,46.10
3,ELA,"2015-16",2,438,3777,50685,3.15,42.22
3,ELA,"2015-16",2,437,3579,46908,2.98,39.07
3,ELA,"2015-16",2,436,3355,43329,2.79,36.09
3,ELA,"2015-16",2,435,3210,39974,2.67,33.30
3,ELA,"2015-16",2,434,4524,36764,3.77,30.62
3,ELA,"2015-16",2,433,2873,32240,2.39,26.86
3,ELA,"2015-16",2,432,2843,29367,2.37,24.46
3,ELA,"2015-16",1,431,2193,26524,1.83,22.09
3,ELA,"2015-16",1,430,2138,24331,1.78,20.27
3,ELA,"2015-16",1,429,1991,22193,1.66,18.49
3,ELA,"2015-16",1,428,2795,20202,2.33,16.83
3,ELA,"2015-16",1,427,1843,17407,1.54,14.50
3,ELA,"2015-16",1,426,1825,15564,1.52,12.96
3,ELA,"2015-16",1,425,1623,13739,1.35,11.44
3,ELA,"2015-16",1,424,1585,12116,1.32,10.09
3,ELA,"2015-16",1,423,1619,10531,1.35,8.77
3,ELA,"2015-16",1,422,746,8912,0.62,7.42
3,ELA,"2015-16",1,421,1543,8166,1.29,6.80
3,ELA,"2015-16",1,420,733,6623,0.61,5.52
3,ELA,"2015-16",1,419,1418,5890,1.18,4.91
3,ELA,"2015-16",1,418,1217,4472,1.01,3.73
3,ELA,"2015-16",1,417,560,3255,0.47,2.71
3,ELA,"2015-16",1,416,969,2695,0.81,2.25
3,ELA,"2015-16",1,415,736,1726,0.61,1.44
3,ELA,"2015-16",1,414,240,990,0.20,0.83
3,ELA,"2015-16",1,413,357,750,0.30,0.63
3,ELA,"2015-16",1,412,201,393,0.17,0.33
3,ELA,"2015-16",1,411,89,192,0.07,0.16
3,ELA,"2015-16",1,410,53,103,0.04,0.09
3,ELA,"2015-16",1,409,15,50,0.01,0.04
3,ELA,"2015-16",1,408,9,35,0.01,0.03
3,ELA,"2015-16",1,407,6,26,0.01,0.02
3,ELA,"2015-16",1,406,20,20,0.02,0.02
3,MA,"2015-16",5,472,1637,120083,1.36,100.00
3,MA,"2015-16",5,469,3137,118446,2.61,98.64
3,MA,"2015-16",5,466,3969,115309,3.31,96.02
3,MA,"2015-16",5,464,4372,111340,3.64,92.72
3,MA,"2015-16",5,462,4656,106968,3.88,89.08
3,MA,"2015-16",5,461,2344,102312,1.95,85.20
3,MA,"2015-16",5,460,2470,99968,2.06,83.25
3,MA,"2015-16",4,459,4698,97498,3.91,81.19
3,MA,"2015-16",4,458,4707,92800,3.92,77.28
3,MA,"2015-16",4,457,4644,88093,3.87,73.36
3,MA,"2015-16",4,456,4525,83449,3.77,69.49
3,MA,"2015-16",4,455,4466,78924,3.72,65.73
3,MA,"2015-16",4,454,4271,74458,3.56,62.01
3,MA,"2015-16",4,453,4205,70187,3.50,58.45
3,MA,"2015-16",4,452,4252,65982,3.54,54.95
3,MA,"2015-16",4,451,4066,61730,3.39,51.41
3,MA,"2015-16",3,450,3973,57664,3.31,48.02
3,MA,"2015-16",3,449,7656,53691,6.38,44.71
3,MA,"2015-16",3,448,3739,46035,3.11,38.34
3,MA,"2015-16",2,447,3319,42296,2.76,35.22
3,MA,"2015-16",2,446,3214,38977,2.68,32.46
3,MA,"2015-16",2,445,2994,35763,2.49,29.78
3,MA,"2015-16",2,444,3088,32769,2.57,27.29
3,MA,"2015-16",2,443,2926,29681,2.44,24.72
3,MA,"2015-16",2,442,2889,26755,2.41,22.28
3,MA,"2015-16",2,441,2744,23866,2.29,19.88
3,MA,"2015-16",2,440,2614,21122,2.18,17.59
3,MA,"2015-16",1,439,2624,18508,2.19,15.41
3,MA,"2015-16",1,438,2461,15884,2.05,13.23
3,MA,"2015-16",1,437,2352,13423,1.96,11.18
3,MA,"2015-16",1,436,2172,11071,1.81,9.22
3,MA,"2015-16",1,435,1977,8899,1.65,7.41
3,MA,"2015-16",1,434,963,6922,0.80,5.76
3,MA,"2015-16",1,433,862,5959,0.72,4.96
3,MA,"2015-16",1,432,1529,5097,1.27,4.25
3,MA,"2015-16",1,431,1214,3568,1.01,2.97
3,MA,"2015-16",1,430,964,2354,0.80,1.96
3,MA,"2015-16",1,429,615,1390,0.51,1.16
3,MA,"2015-16",1,428,390,775,0.32,0.65
3,MA,"2015-16",1,426,257,385,0.21,0.32
3,MA,"2015-16",1,425,68,128,0.06,0.11
3,MA,"2015-16",1,424,24,60,0.02,0.05
3,MA,"2015-16",1,423,12,36,0.01,0.03
3,MA,"2015-16",1,422,13,24,0.01,0.02
3,MA,"2015-16",1,421,11,11,0.01,0.01
4,ELA,"2015-16",5,468,1013,116776,0.87,100.00
4,ELA,"2015-16",5,465,1065,115763,0.91,99.13
4,ELA,"2015-16",5,464,1480,114698,1.27,98.22
4,ELA,"2015-16",5,462,1764,113218,1.51,96.95
4,ELA,"2015-16",5,461,2336,111454,2.00,95.44
4,ELA,"2015-16",5,460,2233,109118,1.91,93.44
4,ELA,"2015-16",4,458,5613,106885,4.81,91.53
4,ELA,"2015-16",4,456,6129,101272,5.25,86.72
4,ELA,"2015-16",4,454,6369,95143,5.45,81.48
4,ELA,"2015-16",4,452,6531,88774,5.59,76.02
4,ELA,"2015-16",4,451,6390,82243,5.47,70.43
4,ELA,"2015-16",4,450,2925,75853,2.50,64.96
4,ELA,"2015-16",4,449,3484,72928,2.98,62.45
4,ELA,"2015-16",4,448,6183,69444,5.29,59.47
4,ELA,"2015-16",3,447,2815,63261,2.41,54.17
4,ELA,"2015-16",3,446,5869,60446,5.03,51.76
4,ELA,"2015-16",3,445,5606,54577,4.80,46.74
4,ELA,"2015-16",2,444,4739,48971,4.06,41.94
4,ELA,"2015-16",2,443,4559,44232,3.90,37.88
4,ELA,"2015-16",2,442,3968,39673,3.40,33.97
4,ELA,"2015-16",2,441,3697,35705,3.17,30.58
4,ELA,"2015-16",2,440,1690,32008,1.45,27.41
4,ELA,"2015-16",2,439,3204,30318,2.74,25.96
4,ELA,"2015-16",1,438,2864,27114,2.45,23.22
4,ELA,"2015-16",1,437,2612,24250,2.24,20.77
4,ELA,"2015-16",1,436,2326,21638,1.99,18.53
4,ELA,"2015-16",1,435,2227,19312,1.91,16.54
4,ELA,"2015-16",1,434,1848,17085,1.58,14.63
4,ELA,"2015-16",1,433,921,15237,0.79,13.05
4,ELA,"2015-16",1,432,1655,14316,1.42,12.26
4,ELA,"2015-16",1,431,1566,12661,1.34,10.84
4,ELA,"2015-16",1,430,1420,11095,1.22,9.50
4,ELA,"2015-16",1,429,1309,9675,1.12,8.29
4,ELA,"2015-16",1,428,1331,8366,1.14,7.16
4,ELA,"2015-16",1,427,1239,7035,1.06,6.02
4,ELA,"2015-16",1,426,1184,5796,1.01,4.96
4,ELA,"2015-16",1,425,613,4612,0.52,3.95
4,ELA,"2015-16",1,424,493,3999,0.42,3.43
4,ELA,"2015-16",1,423,938,3506,0.80,3.00
4,ELA,"2015-16",1,422,860,2568,0.74,2.20
4,ELA,"2015-16",1,421,698,1708,0.60,1.46
4,ELA,"2015-16",1,420,434,1010,0.37,0.87
4,ELA,"2015-16",1,419,274,576,0.23,0.49
4,ELA,"2015-16",1,418,76,302,0.07,0.26
4,ELA,"2015-16",1,417,115,226,0.10,0.19
4,ELA,"2015-16",1,416,57,111,0.05,0.10
4,ELA,"2015-16",1,415,26,54,0.02,0.05
4,ELA,"2015-16",1,414,8,28,0.01,0.02
4,ELA,"2015-16",1,412,20,20,0.02,0.02
4,MA,"2015-16",5,473,857,116792,0.73,100.00
4,MA,"2015-16",5,470,1783,115935,1.53,99.27
4,MA,"2015-16",5,467,2537,114152,2.17,97.74
4,MA,"2015-16",5,465,3112,111615,2.66,95.57
4,MA,"2015-16",5,464,1673,108503,1.43,92.90
4,MA,"2015-16",5,463,1843,106830,1.58,91.47
4,MA,"2015-16",5,462,3838,104987,3.29,89.89
4,MA,"2015-16",5,461,1730,101149,1.48,86.61
4,MA,"2015-16",5,460,3900,99419,3.34,85.13
4,MA,"2015-16",4,459,2219,95519,1.90,81.79
4,MA,"2015-16",4,458,4089,93300,3.50,79.89
4,MA,"2015-16",4,457,4024,89211,3.45,76.39
4,MA,"2015-16",4,456,5728,85187,4.90,72.94
4,MA,"2015-16",4,455,3873,79459,3.32,68.04
4,MA,"2015-16",4,454,3851,75586,3.30,64.72
4,MA,"2015-16",4,453,3824,71735,3.27,61.42
4,MA,"2015-16",4,452,5565,67911,4.76,58.15
4,MA,"2015-16",4,451,5407,62346,4.63,53.38
4,MA,"2015-16",3,450,3323,56939,2.85,48.75
4,MA,"2015-16",3,449,3569,53616,3.06,45.91
4,MA,"2015-16",2,448,3117,50047,2.67,42.85
4,MA,"2015-16",2,447,4474,46930,3.83,40.18
4,MA,"2015-16",2,446,4401,42456,3.77,36.35
4,MA,"2015-16",2,445,2874,38055,2.46,32.58
4,MA,"2015-16",2,444,2885,35181,2.47,30.12
4,MA,"2015-16",2,443,2727,32296,2.33,27.65
4,MA,"2015-16",2,442,2865,29569,2.45,25.32
4,MA,"2015-16",2,441,2750,26704,2.35,22.87
4,MA,"2015-16",1,440,2797,23954,2.39,20.51
4,MA,"2015-16",1,439,2948,21157,2.52,18.12
4,MA,"2015-16",1,438,1405,18209,1.20,15.59
4,MA,"2015-16",1,437,2936,16804,2.51,14.39
4,MA,"2015-16",1,436,2871,13868,2.46,11.87
4,MA,"2015-16",1,435,2706,10997,2.32,9.42
4,MA,"2015-16",1,434,1292,8291,1.11,7.10
4,MA,"2015-16",1,433,2225,6999,1.91,5.99
4,MA,"2015-16",1,432,1036,4774,0.89,4.09
4,MA,"2015-16",1,431,1555,3738,1.33,3.20
4,MA,"2015-16",1,430,1038,2183,0.89,1.87
4,MA,"2015-16",1,429,601,1145,0.51,0.98
4,MA,"2015-16",1,428,323,544,0.28,0.47
4,MA,"2015-16",1,427,164,221,0.14,0.19
4,MA,"2015-16",1,426,29,57,0.02,0.05
4,MA,"2015-16",1,425,15,28,0.01,0.02
4,MA,"2015-16",1,424,13,13,0.01,0.01
5,ELA,"2015-16",5,473,306,114363,0.27,100.00
5,ELA,"2015-16",5,472,299,114057,0.26,99.73
5,ELA,"2015-16",5,469,1895,113758,1.66,99.47
5,ELA,"2015-16",5,467,1561,111863,1.36,97.81
5,ELA,"2015-16",5,466,1752,110302,1.53,96.45
5,ELA,"2015-16",5,464,4397,108550,3.84,94.92
5,ELA,"2015-16",4,462,2432,104153,2.13,91.07
5,ELA,"2015-16",4,461,2782,101721,2.43,88.95
5,ELA,"2015-16",4,460,5826,98939,5.09,86.51
5,ELA,"2015-16",4,459,3034,93113,2.65,81.42
5,ELA,"2015-16",4,458,3269,90079,2.86,78.77
5,ELA,"2015-16",4,457,3084,86810,2.70,75.91
5,ELA,"2015-16",4,456,6294,83726,5.50,73.21
5,ELA,"2015-16",4,455,3075,77432,2.69,67.71
5,ELA,"2015-16",4,454,2977,74357,2.60,65.02
5,ELA,"2015-16",4,453,6150,71380,5.38,62.42
5,ELA,"2015-16",3,452,5762,65230,5.04,57.04
5,ELA,"2015-16",3,451,5497,59468,4.81,52.00
5,ELA,"2015-16",3,450,2728,53971,2.39,47.19
5,ELA,"2015-16",3,449,4621,51243,4.04,44.81
5,ELA,"2015-16",2,448,4376,46622,3.83,40.77
5,ELA,"2015-16",2,447,4041,42246,3.53,36.94
5,ELA,"2015-16",2,446,3606,38205,3.15,33.41
5,ELA,"2015-16",2,445,1733,34599,1.52,30.25
5,ELA,"2015-16",2,444,3184,32866,2.78,28.74
5,ELA,"2015-16",2,443,3028,29682,2.65,25.95
5,ELA,"2015-16",1,442,2706,26654,2.37,23.31
5,ELA,"2015-16",1,441,2505,23948,2.19,20.94
5,ELA,"2015-16",1,440,2405,21443,2.10,18.75
5,ELA,"2015-16",1,439,2168,19038,1.90,16.65
5,ELA,"2015-16",1,438,2057,16870,1.80,14.75
5,ELA,"2015-16",1,437,1855,14813,1.62,12.95
5,ELA,"2015-16",1,436,1786,12958,1.56,11.33
5,ELA,"2015-16",1,435,1557,11172,1.36,9.77
5,ELA,"2015-16",1,434,1534,9615,1.34,8.41
5,ELA,"2015-16",1,433,1447,8081,1.27,7.07
5,ELA,"2015-16",1,432,1344,6634,1.18,5.80
5,ELA,"2015-16",1,431,655,5290,0.57,4.63
5,ELA,"2015-16",1,430,1191,4635,1.04,4.05
5,ELA,"2015-16",1,429,1019,3444,0.89,3.01
5,ELA,"2015-16",1,428,481,2425,0.42,2.12
5,ELA,"2015-16",1,427,726,1944,0.63,1.70
5,ELA,"2015-16",1,426,525,1218,0.46,1.07
5,ELA,"2015-16",1,425,331,693,0.29,0.61
5,ELA,"2015-16",1,424,195,362,0.17,0.32
5,ELA,"2015-16",1,423,90,167,0.08,0.15
5,ELA,"2015-16",1,422,40,77,0.03,0.07
5,ELA,"2015-16",1,421,18,37,0.02,0.03
5,ELA,"2015-16",1,420,3,19,0.00,0.02
5,ELA,"2015-16",1,419,10,16,0.01,0.01
5,ELA,"2015-16",1,418,6,6,0.01,0.01
5,MA,"2015-16",5,474,1010,114360,0.88,100.00
5,MA,"2015-16",5,471,993,113350,0.87,99.12
5,MA,"2015-16",5,470,912,112357,0.80,98.25
5,MA,"2015-16",5,468,2613,111445,2.28,97.45
5,MA,"2015-16",5,466,2993,108832,2.62,95.17
5,MA,"2015-16",5,465,1621,105839,1.42,92.55
5,MA,"2015-16",5,464,1692,104218,1.48,91.13
5,MA,"2015-16",5,463,3398,102526,2.97,89.65
5,MA,"2015-16",5,462,3564,99128,3.12,86.68
5,MA,"2015-16",5,461,1704,95564,1.49,83.56
5,MA,"2015-16",5,460,3545,93860,3.10,82.07
5,MA,"2015-16",4,459,3648,90315,3.19,78.97
5,MA,"2015-16",4,458,3625,86667,3.17,75.78
5,MA,"2015-16",4,457,3581,83042,3.13,72.62
5,MA,"2015-16",4,456,5535,79461,4.84,69.48
5,MA,"2015-16",4,455,3702,73926,3.24,64.64
5,MA,"2015-16",4,454,3590,70224,3.14,61.41
5,MA,"2015-16",4,453,5362,66634,4.69,58.27
5,MA,"2015-16",4,452,3637,61272,3.18,53.58
5,MA,"2015-16",4,451,5262,57635,4.60,50.40
5,MA,"2015-16",3,450,3586,52373,3.14,45.80
5,MA,"2015-16",3,449,3567,48787,3.12,42.66
5,MA,"2015-16",2,448,3243,45220,2.84,39.54
5,MA,"2015-16",2,447,4684,41977,4.10,36.71
5,MA,"2015-16",2,446,3147,37293,2.75,32.61
5,MA,"2015-16",2,445,2948,34146,2.58,29.86
5,MA,"2015-16",2,444,2921,31198,2.55,27.28
5,MA,"2015-16",2,443,2980,28277,2.61,24.73
5,MA,"2015-16",2,442,1404,25297,1.23,22.12
5,MA,"2015-16",2,441,2807,23893,2.45,20.89
5,MA,"2015-16",1,440,2801,21086,2.45,18.44
5,MA,"2015-16",1,439,2795,18285,2.44,15.99
5,MA,"2015-16",1,438,2766,15490,2.42,13.55
5,MA,"2015-16",1,436,2605,12724,2.28,11.13
5,MA,"2015-16",1,435,2411,10119,2.11,8.85
5,MA,"2015-16",1,434,2219,7708,1.94,6.74
5,MA,"2015-16",1,433,1862,5489,1.63,4.80
5,MA,"2015-16",1,432,649,3627,0.57,3.17
5,MA,"2015-16",1,431,759,2978,0.66,2.60
5,MA,"2015-16",1,430,1029,2219,0.90,1.94
5,MA,"2015-16",1,429,606,1190,0.53,1.04
5,MA,"2015-16",1,428,336,584,0.29,0.51
5,MA,"2015-16",1,427,147,248,0.13,0.22
5,MA,"2015-16",1,426,70,101,0.06,0.09
5,MA,"2015-16",1,425,9,31,0.01,0.03
5,MA,"2015-16",1,424,22,22,0.02,0.02
